,Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula,Entropy_of_Formation_JperMolH2perK,Equilibrium_Pressure_25C,LnEquilibrium_Pressure_25C,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,energy_per_atom,formation_energy_per_atom,nsites,density,volume,volume_ps,empty_volume_ps
185,707,AB2,Ho0.6Zr0.4Co2,1.0,33,50,0.2,"Ramesh, 1993",363.0,,,,Ho.6Zr.4Co2,88.73863592141988,0.07140826322902784,-2.6393416848339823,3,0.7086763875156433,0.6743554279662939,0.6670329306642215,0.6666887120985889,0.6666670671522507,36.733333333333334,40,12.977777777777778,67,27,27.0,51.133333333333326,25,9.155555555555559,58,33,58.0,84.43806066666667,105.997125,34.00648755555556,164.93032,58.933195,58.933195,1811.7999999999997,381.0,84.3199999999998,2128.0,1747.0,1768.0,7.133333333333333,6,2.488888888888889,9,3,9.0,4.533333333333333,2,0.711111111111111,6,4,4.0,145.73333333333335,66,26.311111111111117,192,126,126.0,1.6766666666666665,0.6499999999999999,0.2711111111111111,1.88,1.23,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.933333333333333,7,2.7555555555555555,7,0,7.0,2.1999999999999997,11,3.5199999999999996,11,0,0.0,9.133333333333333,9,1.5466666666666664,13,4,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.0666666666666664,8,1.3155555555555554,8,0,3.0,0.6,3,0.96,3,0,0.0,3.6666666666666665,5,1.1555555555555554,8,3,3.0,16.069333333326664,20.488333333299998,7.765777777768888,30.7333333333,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.0323141333333332,1.5484712,0.6882094222222223,1.5484712,0.0,1.5484712,193.99999999999997,0,2.842170943040401e-14,194,194,194.0,0.21897810218978103,0.0,0.5401459854014599,0.2408759124087591,0,0.10023800443234598,0.03981195415422715,,,,,,,
187,710,AB2,Ho0.8Zr0.2Co2,1.2,25,50,0.2,"Ramesh, 1993",363.0,,,,Ho.8Zr.2Co2,63.98233079995926,0.09166010603794864,-2.3896680430400714,3,0.7211102550927979,0.6808089820819042,0.6680277642151563,0.6668226048178639,0.6666736568501678,38.53333333333333,40,15.377777777777776,67,27,27.0,50.4,25,10.133333333333333,58,33,58.0,89.35181533333332,105.997125,40.55816044444444,164.93032,58.933195,58.933195,1786.3999999999999,381.0,45.546666666666546,2128.0,1747.0,1768.0,7.066666666666666,6,2.5777777777777775,9,3,9.0,4.6,2,0.7999999999999998,6,4,4.0,146.86666666666667,66,27.822222222222223,192,126,126.0,1.67,0.6499999999999999,0.2799999999999999,1.88,1.23,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.8,7,2.9333333333333336,7,0,7.0,2.933333333333333,11,4.3022222222222215,11,0,0.0,9.733333333333334,9,1.7422222222222228,13,4,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.533333333333333,8,1.3511111111111112,8,0,3.0,0.8,3,1.1733333333333333,3,0,0.0,3.3333333333333335,5,0.6222222222222223,8,3,3.0,16.57188888888,20.488333333299998,8.435851851839999,30.7333333333,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.0323141333333332,1.5484712,0.6882094222222223,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.20547945205479454,0.0,0.4931506849315069,0.3013698630136986,0,0.10023800443234598,0.042203283640768585,,,,,,,
188,732,AB2,LaRh2,1.4,44.3,244,2,"Shaltiel, 1979",361.0,,,,LaRh2 (M),91.42473612095483,0.0010335028716430507,-6.874801400285063,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,49.0,12,5.333333333333333,57,45,45.0,43.666666666666664,46,20.444444444444443,59,13,59.0,114.90549,35.999970000000005,15.999986666666667,138.90547,102.9055,102.9055,1889.0,1044.0,464.0,2237.0,1193.0,2237.0,7.0,6,2.6666666666666665,9,3,9.0,5.333333333333333,1,0.4444444444444443,6,5,5.0,163.66666666666666,65,28.888888888888886,207,142,142.0,1.8866666666666665,1.1799999999999997,0.5244444444444443,2.28,1.1,2.28,1.3333333333333333,1,0.4444444444444444,2,1,1.0,0.0,0,0.0,0,0,0.0,5.666666666666666,7,3.111111111111111,8,1,8.0,0.0,0,0.0,0,0,0.0,7.0,6,2.6666666666666665,9,3,9.0,0.6666666666666666,1,0.4444444444444444,1,0,1.0,0.0,0,0.0,0,0,0.0,4.333333333333333,7,3.1111111111111107,9,2,2.0,0.0,0,0.0,0,0,0.0,5.0,6,2.6666666666666665,9,3,3.0,21.3925,23.2575,10.336666666666666,36.8975,13.64,13.64,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,214.66666666666666,31,13.77777777777778,225,194,225.0,0.1904761904761905,0.0,0.8095238095238095,0.0,0,0.29397173014286027,0.13065410228571567,-7.2488364983333335,-0.6948715383333344,6.0,9.959711957498655,114.9461266768901,19.157687779481684,0.9585752917133973
189,734,AB2,LiPd2,0.8,51,300,0.16,"Sakamoto, 1995",411.0,,,,LiPd2,73.74556822996999,8.260359420329732e-06,-11.704042458020956,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,31.666666666666664,43,19.11111111111111,46,3,46.0,41.666666666666664,61,27.11111111111111,62,1,62.0,73.26033333333332,99.479,44.21288888888889,106.42,6.941,106.42,1369.9299999999998,1374.36,610.8266666666666,1828.05,453.69,1828.05,6.999999999999999,9,4.0,10,1,10.0,3.9999999999999996,3,1.3333333333333335,5,2,5.0,135.33333333333331,11,4.888888888888895,139,128,139.0,1.7933333333333334,1.2200000000000002,0.5422222222222223,2.2,0.98,2.2,0.3333333333333333,1,0.4444444444444444,1,0,0.0,0.0,0,0.0,0,0,0.0,6.666666666666666,10,4.444444444444445,10,0,10.0,0.0,0,0.0,0,0,0.0,6.999999999999999,9,4.0,10,1,10.0,0.3333333333333333,1,0.4444444444444444,1,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.3333333333333333,1,0.4444444444444444,1,0,0.0,15.137777777766665,2.1833333332999985,0.9703703703555544,16.5933333333,14.41,14.41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,226.33333333333331,4,1.7777777777777715,229,225,225.0,0.04761904761904762,0.0,0.9523809523809524,0.0,0,0.31071468945337377,0.1380954175348328,,,,,,,
190,742,AB2,YMgNi4,1.05,35.8,40,4,"Aono, 2000",1273.0,,,,MgYNi4,125.84808154276267,2.002733907859158,0.6945132010585429,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,27.166666666666664,27,5.055555555555557,39,12,28.0,54.0,56,13.999999999999998,68,12,61.0,57.997408333333325,64.60085000000001,11.23080277777778,88.90585,24.305,58.6934,1605.6666666666665,876.0,227.55555555555566,1799.0,923.0,1728.0,7.499999999999999,8,3.3333333333333335,10,2,10.0,4.0,2,0.3333333333333333,5,3,4.0,137.83333333333331,66,18.444444444444436,190,124,124.0,1.6949999999999998,0.69,0.2866666666666666,1.91,1.22,1.91,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.5,8,3.333333333333333,8,0,8.0,0.0,0,0.0,0,0,0.0,7.499999999999999,8,3.3333333333333335,10,2,10.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.833333333333333,9,2.0555555555555554,9,0,2.0,0.0,0,0.0,0,0,0.0,2.833333333333333,9,2.0555555555555554,9,0,2.0,16.089166666666667,22.045,7.692222222222222,32.365,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.3969298,0.5953947,0.2646198666666667,0.5953947,0.0,0.5953947,214.66666666666666,31,13.77777777777778,225,194,225.0,0.26666666666666666,0.0,0.7333333333333333,0.0,0,0.11221439415563139,0.04417532147824296,-5.590642261666667,-0.3913063766666672,6.0,6.793730752762714,85.05514651179617,14.175857751966028,0.7737524553614393
191,749,AB2,PrCo2,1.5,67,100,0.001,"Clinton, 1975",102.0,,,,PrCo2,122.1202830741837,4.372165653240304e-06,-12.340252098788564,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,37.666666666666664,32,14.222222222222221,59,27,27.0,44.33333333333333,41,18.22222222222222,58,17,58.0,86.25801333333332,81.97445499999999,36.4330911111111,140.90765,58.933195,58.933195,1579.9999999999998,564.0,250.66666666666674,1768.0,1204.0,1768.0,7.0,6,2.6666666666666665,9,3,9.0,4.666666666666666,2,0.8888888888888886,6,4,4.0,151.66666666666666,77,34.222222222222214,203,126,126.0,1.63,0.75,0.3333333333333333,1.88,1.13,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.666666666666666,7,3.111111111111111,7,0,7.0,1.0,3,1.3333333333333333,3,0,0.0,7.666666666666666,4,1.777777777777778,9,5,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.0,3,1.3333333333333333,3,0,3.0,3.6666666666666665,11,4.888888888888889,11,0,0.0,5.666666666666666,8,3.5555555555555554,11,3,3.0,18.721666666666664,25.43,11.30222222222222,35.675,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.0323141333333332,1.5484712,0.6882094222222223,1.5484712,0.0,1.5484712,193.99999999999997,0,2.842170943040401e-14,194,194,194.0,0.2608695652173913,0.0,0.608695652173913,0.13043478260869565,0,0.13118494373715683,0.05830441943873637,-6.329428405000001,0.005269318333333217,6.0,8.720557974341602,98.54974812915319,16.42495802152553,0.8897228961160208
192,759,AB2,Zr0.02Ti0.98Mn1.5V0.43Cr0.05Fe0.09,1.9,27.4,20,9,"Bernauer, 1989",341.0,,,,Ti.98Zr.02Mn1.5V.43Fe.09Cr.05,111.73558259633556,10.867245898402093,2.3857533018179042,6,0.6011779896380118,0.5336206885637097,0.49988695458772103,0.49208159697707626,0.48928746496690645,23.87296416938111,18,1.440312364056913,40,22,25.0,48.273615635179155,12,4.05945951681185,55,43,52.0,52.33612622149837,43.357000000000006,3.2550060478095286,91.224,47.867,54.938045,1770.006514657981,664.0,245.28323907945975,2183.0,1519.0,1519.0,5.755700325732899,4,1.3554732676208765,8,4,7.0,4.006514657980457,1,0.012944434423708295,5,4,4.0,147.6938110749186,43,9.69892518753515,175,132,139.0,1.5665798045602608,0.5,0.03625375335547336,1.83,1.33,1.55,1.9837133550488604,1,0.03204278029475071,2,1,2.0,0.0,0,0.0,0,0,0.0,3.77198697068404,4,1.3706458423962058,6,2,5.0,0.0,0,0.0,0,0,0.0,5.755700325732899,4,1.3554732676208765,8,4,7.0,0.016286644951140065,1,0.03204278029475114,1,0,0.0,0.0,0,0.0,0,0,0.0,6.228013029315961,4,1.370645842396206,8,4,5.0,0.0,0,0.0,0,0,0.0,6.2442996742671015,4,1.3554732676208767,8,4,5.0,12.922143097833876,12.7074137931,2.5639969837769114,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.062034825961286365,2.1106628,0.12011499522051092,2.1106628,0.0,0.000310120689655,211.73615635179155,35,11.554499251981447,229,194,217.0,0.34465195246179964,0.0,0.6553480475382003,0.0,0,0.06058693718652419,0.0017196083654739398,,,,,,,
194,761,AB2,Zr0.15Ti0.9Mn1.6V0.2Cr0.2,2.1,15.4,25,7,"Xu, 2001",1290.0,,,,Ti.9Zr.15Mn1.6Cr.2V.2,67.83045947303974,7.000000000000003,1.9459101490553137,5,0.610971972248663,0.5547697157407665,0.5303765630881013,0.5259154562591303,0.5247562857680526,24.655737704918025,18,1.8704649287825859,40,22,25.0,48.36065573770491,9,3.9021768341843597,52,43,52.0,54.18107934426229,43.357000000000006,4.437759441010484,91.224,47.867,54.938045,1760.3606557377045,664.0,253.23085192152638,2183.0,1519.0,1519.0,5.770491803278687,3,1.320075248589089,7,4,7.0,4.049180327868852,1,0.0935232464391287,5,4,4.0,147.88524590163934,36,10.487503359312008,175,139,139.0,1.5486885245901638,0.32999999999999985,0.02663800053748995,1.66,1.33,1.55,1.9344262295081964,1,0.12254770223058342,2,1,2.0,0.0,0,0.0,0,0,0.0,3.8360655737704907,3,1.373824240795485,5,2,5.0,0.0,0,0.0,0,0,0.0,5.770491803278687,3,1.320075248589089,7,4,7.0,0.06557377049180327,1,0.12254770223058314,1,0,0.0,0.0,0,0.0,0,0,0.0,6.163934426229506,3,1.3738242407954844,8,5,5.0,0.0,0,0.0,0,0,0.0,6.2295081967213095,3,1.3200752485890885,8,5,5.0,13.154225551160653,12.7074137931,3.074303718872991,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.00016933544375343277,0.000310120689655,0.00014770911045410327,0.000310120689655,0.0,0.000310120689655,210.655737704918,35,11.467884977156682,229,194,217.0,0.33522727272727276,0.0,0.6647727272727273,0.0,0,0.0268577401186475,0.0018003740200349086,,,,,,,
195,767,AB2,Zr0.2Ti0.9Mn1.4V0.2Cr0.4Fe0.2,2.1,25.5,25,3,"Xu, 2001",1290.0,VFe=ferrovanadium,,,Ti.9Zr.2Mn1.4Cr.4(VFe).2,94.66145633169408,3.0000000000000004,1.0986122886681098,6,0.5292196726234236,0.4627467579021681,0.433336508885244,0.42694958841212816,0.42475122153794204,24.90909090909091,18,2.0385674931129474,40,22,25.0,48.515151515151516,12,3.860422405876951,55,43,52.0,54.66487969696969,43.357000000000006,4.806230027548212,91.224,47.867,54.938045,1809.060606060606,664.0,246.11202938475665,2183.0,1519.0,1519.0,5.818181818181818,4,1.3112947658402203,8,4,7.0,4.0606060606060606,1,0.11386593204775017,5,4,4.0,147.33333333333331,43,10.949494949494945,175,132,139.0,1.569090909090909,0.5,0.061046831955922816,1.83,1.33,1.55,1.8787878787878785,1,0.2130394857667587,2,1,2.0,0.0,0,0.0,0,0,0.0,3.939393939393939,4,1.4067952249770435,6,2,5.0,0.0,0,0.0,0,0,0.0,5.818181818181818,4,1.3112947658402203,8,4,7.0,0.12121212121212122,1,0.2130394857667585,1,0,0.0,0.0,0,0.0,0,0,0.0,6.06060606060606,4,1.4067952249770426,8,4,5.0,0.0,0,0.0,0,0,0.0,6.181818181818181,4,1.31129476584022,8,4,5.0,13.202006269593939,12.7074137931,3.1138140020888887,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.12805666938349,2.1106628,0.24031589462018305,2.1106628,0.0,0.000310120689655,212.2424242424242,35,12.161616161616179,229,194,217.0,0.32291666666666663,0.0,0.6770833333333334,0.0,0,0.06058693718652419,0.004555206143795752,,,,,,,
196,768,AB2,Zr0.2Ti0.9Mn1.4V0.2Cr0.4,2.1,26.7,25,1.9,"Xu, 2001",1290.0,,,,Ti.9Zr.2Mn1.4Cr.4V.2,94.88871407037534,1.8999999999999986,0.641853886172394,5,0.5596565023515313,0.492232224673695,0.4612887659208288,0.4544946477421664,0.4521545259951315,24.838709677419356,18,2.101977107180021,40,22,25.0,48.096774193548384,9,3.758584807492196,52,43,52.0,54.5887429032258,43.357000000000006,5.0426286160249765,91.224,47.867,54.938045,1808.9354838709673,664.0,261.87721123829346,2183.0,1519.0,1519.0,5.677419354838709,3,1.2778355879292405,7,4,7.0,4.064516129032258,1,0.12070759625390214,5,4,4.0,148.32258064516128,36,10.826222684703431,175,139,139.0,1.552258064516129,0.32999999999999985,0.037835587929240314,1.66,1.33,1.55,1.8709677419354835,1,0.22476586888657674,2,1,2.0,0.0,0,0.0,0,0,0.0,3.8064516129032255,3,1.3860561914672218,5,2,5.0,0.0,0,0.0,0,0,0.0,5.677419354838709,3,1.2778355879292405,7,4,7.0,0.12903225806451613,1,0.22476586888657646,1,0,0.0,0.0,0,0.0,0,0,0.0,6.193548387096774,3,1.3860561914672216,8,5,5.0,0.0,0,0.0,0,0,0.0,6.32258064516129,3,1.2778355879292402,8,5,5.0,13.361490545051613,12.7074137931,3.2015228389956305,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.00014659644048934514,0.000310120689655,0.00014769932182704307,0.000310120689655,0.0,0.000310120689655,211.1612903225806,35,12.178980228928209,229,194,217.0,0.32954545454545453,0.0,0.6704545454545455,0.0,0,0.0268577401186475,0.0025444612382530796,,,,,,,
197,769,AB2,Zr0.2Ti0.9Mn1.6V0.2Cr0.2Fe0.2,2.1,30,25,7,"Xu, 2001",1290.0,VFe=ferrovanadium,,,Ti.9Zr.2Mn1.6Cr.2(VFe).2,116.79909941937548,6.9999999999999964,1.9459101490553128,6,0.5693422493350283,0.5131867419346436,0.4902015126966484,0.48607343695994154,0.4850020217822327,24.96969696969696,18,1.9761248852157955,40,22,25.0,48.69696969696969,12,4.003673094582187,55,43,52.0,54.84317939393938,43.357000000000006,4.623220128558314,91.224,47.867,54.938045,1768.9999999999995,664.0,242.42424242424238,2183.0,1519.0,1519.0,5.878787878787877,4,1.3590449954086317,8,4,7.0,4.06060606060606,1,0.11386593204774936,5,4,4.0,147.33333333333331,43,10.949494949494941,175,132,139.0,1.562424242424242,0.5,0.052451790633608525,1.83,1.33,1.55,1.9393939393939388,1,0.11386593204775074,2,1,2.0,0.0,0,0.0,0,0,0.0,3.9393939393939386,4,1.4067952249770432,6,2,5.0,0.0,0,0.0,0,0,0.0,5.878787878787877,4,1.3590449954086317,8,4,7.0,0.060606060606060594,1,0.11386593204775021,1,0,0.0,0.0,0,0.0,0,0,0.0,6.060606060606059,4,1.4067952249770426,8,4,5.0,0.0,0,0.0,0,0,0.0,6.121212121212119,4,1.359044995408631,8,4,5.0,13.159435736678786,12.7074137931,3.1421943573656557,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.12807546457680238,2.1106628,0.24031361641493298,2.1106628,0.0,0.000310120689655,211.51515151515144,35,11.676767676767698,229,194,217.0,0.32989690721649484,0.0,0.6701030927835052,0.0,0,0.06058693718652419,0.004294947921259218,,,,,,,
198,770,AB2,Zr0.2Ti0.9Mn1.6V0.2Fe0.2Ni0.2,2.0,23.2,25,3.6,"Xu, 2001",1290.0,VFe=ferrovanadium,,,Ti.9Zr.2Mn1.6Ni.2(VFe).2,88.46306894424133,3.6000000000000028,1.2809338454620651,6,0.5693422493350283,0.5131867419346436,0.4902015126966484,0.48607343695994154,0.4850020217822327,25.212121212121204,18,2.2258953168044022,40,22,25.0,49.424242424242415,18,4.576675849403124,61,43,52.0,55.24907636363635,43.357000000000006,4.850323746556463,91.224,47.867,54.938045,1741.6060606060603,664.0,217.50964187327816,2183.0,1519.0,1519.0,6.121212121212119,6,1.5500459136822773,10,4,7.0,4.06060606060606,1,0.11386593204774936,5,4,4.0,146.42424242424238,51,11.66574839302111,175,124,139.0,1.5775757575757572,0.5799999999999998,0.07724517906336058,1.91,1.33,1.55,1.9999999999999993,0,6.661338147750936e-16,2,2,2.0,0.0,0,0.0,0,0,0.0,4.12121212121212,6,1.550045913682277,8,2,5.0,0.0,0,0.0,0,0,0.0,6.121212121212119,6,1.5500459136822773,10,4,7.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.878787878787877,6,1.5500459136822766,8,2,5.0,0.0,0,0.0,0,0,0.0,5.878787878787877,6,1.5500459136822766,8,2,5.0,13.106708463951513,12.875,3.177345872517171,23.195,10.32,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.16415999184952965,2.1106628,0.2882106080364776,2.1106628,0.0,0.000310120689655,211.2727272727272,35,11.515151515151539,229,194,217.0,0.32673267326732675,0.0,0.6732673267326733,0.0,0,0.08066068243348179,0.007479559878576029,,,,,,,
199,771,AB2,Zr0.2Ti0.9Mn1.6V0.2Ni0.2,2.1,31.7,25,2.7,"Xu, 2001",1290.0,,,,Ti.9Zr.2Mn1.6Ni.2V.2,114.58037414721221,2.700000000000002,0.9932517730102841,5,0.6026303771699808,0.5459954633706601,0.5218244018690924,0.5174329789077741,0.5162924747525098,25.16129032258064,18,2.280957336108217,40,22,25.0,49.064516129032256,18,4.570239334027055,61,43,52.0,55.21062967741935,43.357000000000006,5.09627621227887,91.224,47.867,54.938045,1737.1290322580644,664.0,226.34339229968782,2183.0,1519.0,1519.0,6.0,6,1.5483870967741933,10,4,7.0,4.064516129032257,1,0.12070759625390134,5,4,4.0,147.3548387096774,51,11.63787721123829,175,124,139.0,1.5612903225806454,0.5799999999999998,0.053860561914672325,1.91,1.33,1.55,1.9999999999999996,0,4.440892098500625e-16,2,2,2.0,0.0,0,0.0,0,0,0.0,3.9999999999999996,6,1.5483870967741935,8,2,5.0,0.0,0,0.0,0,0,0.0,6.0,6,1.5483870967741933,10,4,7.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.999999999999999,6,1.5483870967741933,8,2,5.0,0.0,0,0.0,0,0,0.0,5.999999999999999,6,1.5483870967741933,8,2,5.0,13.260044493883871,12.875,3.273516810792092,23.195,10.32,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.03857916551724128,0.5953947,0.07184716573971081,0.5953947,0.0,0.000310120689655,210.1290322580645,35,11.446409989594171,229,194,217.0,0.3333333333333333,0.0,0.6666666666666667,0.0,0,0.08066068243348179,0.005803297346738055,,,,,,,
200,772,AB2,Zr0.2Ti0.9Mn1.8V0.2Fe0.2,2.0,29.1,25,3,"Xu, 2001",1290.0,VFe=ferrovanadium,,,Ti.9Zr.2Mn1.8(VFe).2,106.735915496544,3.0000000000000004,1.0986122886681098,5,0.6188053895958222,0.5679864648274675,0.5488272121723093,0.5460613317613527,0.545507789152987,25.030303030303024,18,1.932047750229563,40,22,25.0,48.878787878787875,12,4.14692378328742,55,43,52.0,55.021479090909075,43.357000000000006,4.48800506887051,91.224,47.867,54.938045,1728.9393939393935,664.0,229.02479338842966,2183.0,1519.0,1519.0,5.939393939393938,4,1.4067952249770432,8,4,7.0,4.06060606060606,1,0.11386593204774936,5,4,4.0,147.33333333333331,43,10.949494949494941,175,132,139.0,1.5557575757575752,0.5,0.0422405876951327,1.83,1.33,1.55,1.9999999999999993,0,6.661338147750936e-16,2,2,2.0,0.0,0,0.0,0,0,0.0,3.9393939393939386,4,1.406795224977043,6,2,5.0,0.0,0,0.0,0,0,0.0,5.939393939393938,4,1.4067952249770432,8,4,7.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.060606060606059,4,1.4067952249770423,8,4,5.0,0.0,0,0.0,0,0,0.0,6.060606060606059,4,1.4067952249770423,8,4,5.0,13.116865203763634,12.7074137931,3.170574712642423,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.12809425977011482,2.1106628,0.24031133820968298,2.1106628,0.0,0.000310120689655,210.78787878787873,35,11.191919191919212,229,194,217.0,0.336734693877551,0.0,0.663265306122449,0.0,0,0.06058693718652419,0.003990312408769285,,,,,,,
201,773,AB2,Zr0.2Ti0.9Mn1.8V0.2,2.1,26,25,3,"Xu, 2001",1290.0,,,,Ti.9Zr.2Mn1.8V.2,96.33846454903434,3.0000000000000004,1.0986122886681098,4,0.6555613365452121,0.604385801923623,0.5842335006396423,0.5812910778734602,0.580701840049445,24.96774193548387,18,1.9771071800208122,40,22,25.0,48.48387096774193,9,4.0832466181061395,52,43,52.0,54.968348709677414,43.357000000000006,4.678148553590006,91.224,47.867,54.938045,1723.6451612903222,664.0,237.6524453694068,2183.0,1519.0,1519.0,5.806451612903225,3,1.3860561914672216,7,4,7.0,4.064516129032257,1,0.12070759625390134,5,4,4.0,148.32258064516128,36,10.826222684703431,175,139,139.0,1.538064516129032,0.2999999999999998,0.02684703433923017,1.63,1.33,1.55,1.9999999999999996,0,4.440892098500625e-16,2,2,2.0,0.0,0,0.0,0,0,0.0,3.806451612903225,3,1.3860561914672216,5,2,5.0,0.0,0,0.0,0,0,0.0,5.806451612903225,3,1.3860561914672216,7,4,7.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.193548387096773,3,1.3860561914672214,8,5,5.0,0.0,0,0.0,0,0,0.0,6.193548387096773,3,1.3860561914672214,8,5,5.0,13.270856507232256,12.7074137931,3.265843769060978,23.195,10.4875862069,10.4875862069,0.0,0.0,0.0,0.0,0,0,0.00018661201334805482,0.000310120689655,0.0001434294305500008,0.000310120689655,0.0,0.000310120689655,209.61290322580643,35,11.080124869927163,229,194,217.0,0.34444444444444444,0.0,0.6555555555555556,0.0,0,0.022248762806663658,0.0017010350371220615,,,,,,,
